"Age","Height","Weight","Female","Gold","Silver","Bronze","Total","Sport","Event","Color","Symbol","kfold1","kfold2","kfold3","kfold4","kfold5","kfold6","kfold7","kfold8","kfold9","kfold10"
27,189,89,0,0,0,0,0,"Rowing","Men's Four","#4DAF4A","17",2,8,2,2,4,9,8,3,1,7
33,183,67,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8","18",7,5,10,5,5,1,5,6,1,6
26,159,55,1,0,0,0,0,"Canoe Slalom","Women's Kayak (K1)","#FFFF33","15",9,8,6,6,3,4,6,7,9,1
25,170,63,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",3,8,3,1,3,5,3,4,9,1
31,179,69,1,0,0,0,0,"Handball","Women's Handball","#FFFF33","16",6,2,7,10,2,6,5,10,3,8
27,158,61,0,0,0,0,0,"Athletics","Men's 10,000m","#377EB8","15",6,7,5,7,7,6,6,1,4,10
23,176,63,0,0,0,0,0,"Athletics","Men's 800m","#377EB8","15",7,4,6,8,2,1,10,6,7,2
23,166,64,1,0,0,0,0,"Badminton","Women's Doubles","#4DAF4A","15",9,10,4,2,5,2,4,10,8,7
25,177,72,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",4,5,10,1,3,8,3,7,8,2
19,161,48,1,0,0,0,0,"Wrestling","Women's 48kg Freestyle","#FFFF33","18",3,9,9,3,2,3,4,3,5,4
22,193,84,0,0,0,0,0,"Swimming","Men's 50m Freestyle","#FFFF33","17",2,9,5,4,5,4,3,4,8,3
34,150,42,1,0,0,0,0,"Cycling","Women's Cross-country","#E41A1C","16",1,3,10,8,9,8,1,4,1,2
22,193,95,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",8,3,1,6,3,6,6,8,8,4
23,160,58,1,0,0,1,1,"Weightlifting","Women's 58kg","#FF7F00","18",10,1,3,9,1,7,9,8,1,4
24,174,68,1,0,0,0,0,"Cycling","Women's Team Pursuit","#E41A1C","16",4,9,3,3,5,3,2,9,6,2
31,200,102,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",10,3,4,5,7,3,7,1,10,3
43,164,73,1,0,0,0,0,"Sailing","Women's Elliott 6m","#984EA3","17",3,10,4,6,9,7,7,9,2,4
31,178,49,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",8,8,7,2,10,4,2,9,9,4
28,178,74,1,0,0,1,1,"Rowing","Women's Quadruple Sculls","#4DAF4A","17",9,2,9,3,3,9,4,5,3,4
25,195,92,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",9,1,5,2,3,2,4,8,7,10
18,191,82,0,0,0,0,0,"Swimming","Men's 100m Freestyle","#FFFF33","17",3,4,3,9,9,9,9,5,8,5
35,175,58,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",7,9,8,8,5,7,3,8,1,1
19,178,85,0,0,0,0,0,"Archery","Men's Individual, Men's Team","#E41A1C","15",5,3,10,9,1,1,9,3,4,10
20,168,59,1,0,0,0,0,"Athletics","Women's 200m, Women's 4 x 100m Relay","#377EB8","15",4,3,9,10,2,4,4,4,3,6
21,162,66,1,0,0,0,0,"Archery","Women's Individual","#E41A1C","15",6,6,5,10,9,6,5,8,10,10
29,170,66,0,0,0,0,0,"Shooting","Men's 10m Air Rifle","#FF7F00","17",8,8,1,5,10,5,4,6,7,9
22,185,140,0,0,0,0,0,"Judo","Men's +100kg","#E41A1C","17",3,1,5,5,2,8,6,5,9,9
23,208,71,0,0,1,0,1,"Archery","Men's Individual, Men's Team","#E41A1C","15",2,10,8,3,2,8,1,3,4,4
26,157,52,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",5,6,2,4,1,1,7,8,7,8
34,180,81,0,0,0,0,0,"Canoe Sprint","Men's Kayak Four (K4) 1000m","#A65628","15",2,4,5,2,3,5,3,5,1,9
32,204,102,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",6,9,5,8,7,10,10,6,2,2
25,195,90,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",8,8,4,2,10,9,3,5,2,7
29,181,65,0,0,0,0,0,"Sailing","Men's 470","#984EA3","17",7,9,8,9,7,5,2,10,4,6
29,178,74,1,0,0,0,0,"Handball","Women's Handball","#FFFF33","16",9,10,10,8,8,2,6,9,4,2
27,170,65,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8","15",9,5,9,9,8,3,4,6,7,1
24,171,66,0,0,0,0,0,"Swimming","Men's 200m Butterfly","#FFFF33","17",9,9,5,2,6,9,7,3,10,8
24,177,75,0,0,0,0,0,"Athletics","Men's 400m, Men's 4 x 400m Relay","#377EB8","15",3,6,6,8,9,4,3,7,2,1
27,168,60,1,0,0,0,0,"Equestrian","Individual Dressage, SPIRIT","#4DAF4A","16",10,2,10,9,8,9,10,3,4,4
27,166,67,1,0,0,0,0,"Sailing","Women's Elliott 6m","#984EA3","17",10,3,10,10,10,1,9,8,9,3
21,163,55,1,0,0,0,0,"Shooting","Women's Trap","#FF7F00","17",5,9,8,3,6,8,8,9,1,2
24,175,71,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",2,5,6,3,2,5,8,10,10,1
24,175,71,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",10,10,1,6,9,9,10,3,9,6
23,162,64,1,0,0,1,1,"Archery","Women's Individual, Women's Team","#E41A1C","15",2,1,8,6,6,8,7,2,10,6
28,172,80,1,0,0,0,0,"Cycling","Women's Sprint, Women's Keirin, Women's Team Sprint","#E41A1C","16",5,6,1,9,3,6,10,4,9,2
34,192,95,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3","18",5,8,6,1,1,1,4,7,2,8
24,190,85,0,0,0,0,0,"Swimming","Men's 200m Individual Medley","#FFFF33","17",2,8,8,7,7,9,8,10,3,8
18,202,75,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",8,2,1,8,3,1,3,4,2,2
30,171,62,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8","15",5,3,10,5,8,9,3,2,1,3
25,186,81,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3","15",4,1,2,9,8,4,4,4,3,2
26,175,58,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8","15",9,5,10,5,5,6,3,9,2,10
19,167,85,0,0,0,0,0,"Weightlifting","Men's 85kg","#FF7F00","18",2,6,9,3,8,2,6,10,3,2
25,167,66,0,0,0,0,0,"Judo","Men's -66kg","#E41A1C","17",7,1,3,9,9,3,3,4,5,5
23,186,94,0,0,0,0,0,"Weightlifting","Men's 94kg","#FF7F00","18",8,10,2,2,1,4,6,9,5,3
31,196,104,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",8,9,5,4,3,7,8,5,4,5
23,178,105,1,0,0,0,0,"Athletics","Women's Discus Throw","#377EB8","15",2,5,4,6,4,6,6,8,1,1
18,170,55,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",9,2,9,8,5,2,6,2,1,4
36,196,105,0,0,0,0,0,"Rowing","Men's Single Sculls","#4DAF4A","17",2,6,2,6,1,9,1,8,6,9
26,200,100,0,0,0,0,0,"Sailing","Men's Finn","#984EA3","17",10,10,4,3,9,5,6,1,4,4
31,198,98,0,0,0,0,0,"Athletics","Men's Decathlon","#377EB8","15",10,9,10,5,9,7,2,7,5,7
32,177,60,1,0,0,0,0,"Athletics","Women's Heptathlon","#377EB8","15",8,1,3,4,4,5,9,1,2,9
26,182,89,1,0,0,0,0,"Athletics","Women's Discus Throw","#377EB8","15",2,1,6,7,5,5,6,8,8,3
40,185,80,1,0,0,0,0,"Rowing","Women's Single Sculls","#4DAF4A","17",2,5,7,8,2,10,6,5,6,7
33,172,52,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3","15",2,5,5,4,5,9,7,4,2,1
32,180,78,0,0,0,0,0,"Fencing","Men's Individual Epee","#984EA3","16",1,5,9,5,8,2,1,2,3,2
27,172,65,0,0,0,0,0,"Badminton","Men's Singles","#4DAF4A","15",6,10,2,4,10,6,5,7,10,4
32,188,84,0,0,0,0,0,"Tennis","Men's Doubles, Mixed Doubles","#E41A1C","18",6,3,10,9,6,4,4,10,6,1
23,180,72,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",1,2,7,10,2,7,9,1,2,8
24,176,94,0,0,0,0,0,"Weightlifting","Men's 94kg","#FF7F00","18",4,5,3,4,8,2,7,1,3,9
20,171,85,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",1,6,7,4,5,5,7,3,1,2
36,200,97,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3","18",4,9,4,8,5,7,4,3,8,9
21,177,80,1,0,0,0,0,"Weightlifting","Women's +75kg","#FF7F00","18",10,9,5,10,10,9,9,10,2,2
25,160,57,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",4,4,5,4,9,4,9,2,8,4
22,175,66,1,0,0,0,0,"Equestrian","Individual Dressage, Team Dressage, DONNPERIGNON","#4DAF4A","16",8,5,8,3,5,2,2,5,4,8
30,201,99,0,0,0,0,0,"Rowing","Men's Eight","#4DAF4A","17",5,1,10,4,4,3,3,10,5,4
26,191,87,0,0,0,0,0,"Athletics","Men's Decathlon","#377EB8","15",10,8,2,1,2,4,7,2,8,10
26,180,71,0,0,0,0,0,"Modern Pentathlon","Men's Modern Pentathlon","#377EB8","17",4,4,1,9,2,5,4,6,5,8
32,157,48,1,0,0,0,0,"Cycling","Women's Cross-country","#E41A1C","16",3,3,5,8,1,2,10,8,7,6
41,161,58,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",4,4,3,3,5,7,10,7,9,7
22,160,53,1,0,0,0,0,"Swimming","Women's 200m Individual Medley","#FFFF33","17",1,6,4,2,7,5,8,1,1,4
25,158,56,1,0,0,0,0,"Swimming","Women's 100m Butterfly, Women's 4x100m Medley Relay","#FFFF33","17",1,8,3,9,8,1,10,6,4,10
28,166,94,0,0,0,0,0,"Weightlifting","Men's 94kg","#FF7F00","18",10,8,5,4,7,3,7,2,3,2
35,192,95,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",1,7,3,1,4,8,3,6,8,9
27,211,114,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",2,5,7,5,2,10,5,3,8,9
26,181,80,0,0,0,0,0,"Fencing","Men's Individual Epee","#984EA3","16",1,4,1,7,2,8,1,4,6,3
28,177,70,0,0,0,0,0,"Canoe Slalom","Men's Kayak (K1)","#FFFF33","15",9,2,2,8,4,1,3,1,7,7
57,185,88,0,0,0,0,0,"Shooting","Men's Trap","#FF7F00","17",2,7,1,4,2,9,1,1,1,5
27,208,114,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",2,10,4,6,7,8,4,7,2,5
27,182,75,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",5,4,7,10,5,6,2,1,6,2
25,185,81,0,0,0,0,0,"Tennis","Men's Singles","#E41A1C","18",6,1,10,3,1,6,5,6,10,5
27,180,94,0,0,0,0,0,"Weightlifting","Men's 94kg","#FF7F00","18",1,9,3,4,2,1,7,1,6,10
29,168,62,0,0,0,0,0,"Badminton","Men's Doubles","#4DAF4A","15",10,5,4,1,4,7,9,4,1,10
21,159,50,1,0,0,1,1,"Archery","Women's Individual, Women's Team","#E41A1C","15",4,6,6,9,2,4,5,4,1,8
32,167,52,1,0,0,0,0,"Athletics","Women's 20km Race Walk","#377EB8","15",6,5,10,7,3,7,6,5,9,10
26,157,50,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",3,2,7,2,9,9,4,1,10,7
34,170,56,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",6,6,7,2,10,4,2,3,10,1
37,165,57,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8","15",1,4,3,9,7,2,3,5,3,5
25,172,75,1,0,0,0,0,"Rowing","Women's Eight","#4DAF4A","17",5,2,6,1,4,6,4,3,9,6
28,177,135,0,0,0,0,0,"Judo","Men's +100kg","#E41A1C","17",10,5,5,6,8,6,9,3,6,7
27,180,71,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00","15",7,6,5,5,7,6,10,6,10,1
21,187,78,0,0,0,0,0,"Cycling","Men's Sprint","#E41A1C","16",3,3,4,4,7,1,6,5,5,8
24,168,72,0,0,0,0,0,"Shooting","Men's 50m Pistol, Men's 10m Air Pistol","#FF7F00","17",6,1,7,2,2,8,8,6,4,5
25,180,84,0,0,0,0,0,"Athletics","Men's 4 x 100m Relay","#377EB8","15",6,3,9,7,3,10,1,1,3,5
35,170,66,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",10,2,5,9,9,8,5,5,6,1
28,182,149,0,0,0,0,0,"Weightlifting","Men's +105kg","#FF7F00","18",7,10,9,2,4,9,5,2,8,2
34,185,96,0,0,0,0,0,"Judo","Men's -100kg","#E41A1C","17",7,6,5,10,3,8,8,3,8,8
30,193,95,0,0,0,0,0,"Fencing","Men's Individual Epee","#984EA3","16",7,1,3,1,4,8,2,8,8,1
31,191,67,0,0,0,0,0,"Athletics","Men's 50km Race Walk","#377EB8","15",5,6,9,9,1,1,2,5,8,10
36,191,73,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8","18",3,10,9,1,4,6,2,4,10,3
22,183,75,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",1,6,3,5,1,7,9,3,2,6
23,174,64,0,0,0,0,0,"Cycling","Men's Team Pursuit","#E41A1C","16",4,8,1,1,9,10,5,9,7,4
31,192,76,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8","15",7,2,2,9,7,9,10,9,2,9
24,177,80,0,1,0,0,1,"Cycling","Men's Sprint, Men's Team Sprint","#E41A1C","16",10,10,10,2,6,5,6,7,9,7
24,180,80,0,0,0,0,0,"Swimming","Men's 4x200m Freestyle Relay","#FFFF33","17",1,2,3,1,4,5,1,6,3,7
28,174,63,1,0,0,0,0,"Tennis","Women's Singles, Women's Doubles","#E41A1C","18",7,10,3,10,9,10,10,7,10,3
24,172,73,1,0,0,0,0,"Tennis","Women's Singles, Women's Doubles, Mixed Doubles","#E41A1C","18",1,6,6,10,1,6,10,9,7,1
26,173,56,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",2,2,1,1,9,8,4,10,10,4
21,184,69,0,0,0,0,0,"Cycling","Men's Cross-country","#E41A1C","16",1,9,5,8,10,4,6,1,5,7
21,175,59,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",8,9,6,1,5,1,9,5,2,4
25,172,69,1,0,0,0,0,"Shooting","Women's Trap","#FF7F00","17",8,6,5,8,3,2,5,6,5,8
31,185,66,0,0,0,0,0,"Athletics","Men's 3000m Steeplechase","#377EB8","15",1,1,5,6,4,2,6,1,5,4
18,165,54,1,0,0,0,0,"Equestrian","Individual Jumping, Team Jumping, CYLANA","#4DAF4A","16",5,3,8,6,3,7,6,8,1,7
35,180,71,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00","15",4,6,10,1,9,10,9,7,9,7
20,177,67,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",10,4,6,6,7,1,1,6,5,6
19,177,72,0,0,0,0,0,"Swimming","Men's 200m Breaststroke, Men's 200m Individual Medley","#FFFF33","17",8,6,8,6,5,4,1,3,1,9
29,163,60,0,0,0,0,0,"Wrestling","Men's 60kg Greco-Roman","#FFFF33","18",1,2,2,5,1,6,9,1,5,4
29,175,85,0,0,0,0,0,"Weightlifting","Men's 85kg","#FF7F00","18",10,8,1,8,5,10,4,5,9,6
42,172,72,0,0,0,0,0,"Shooting","Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions","#FF7F00","17",7,9,10,3,1,2,8,10,2,3
28,176,100,0,1,0,0,1,"Judo","Men's -100kg","#E41A1C","17",5,9,1,9,6,1,7,8,1,3
27,175,61,1,0,0,0,0,"Swimming","Women's 50m Freestyle, Women's 4x100m Freestyle Relay","#FFFF33","17",4,9,2,2,5,4,7,8,9,1
23,148,47,1,0,0,0,0,"Weightlifting","Women's 48kg","#FF7F00","18",4,3,1,3,5,6,7,10,8,7
31,181,65,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",10,6,8,6,2,1,9,4,3,2
20,170,56,0,0,0,0,0,"Athletics","Men's 100m","#377EB8","15",8,5,8,6,6,10,10,2,5,4
30,173,70,1,0,0,0,0,"Athletics","Women's Hammer Throw","#377EB8","15",10,5,5,9,8,10,7,9,6,9
27,166,62,1,0,0,0,0,"Canoe Slalom","Women's Kayak (K1)","#FFFF33","15",6,5,9,8,10,1,10,7,1,10
29,181,77,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",10,4,5,9,1,3,5,1,6,9
21,171,68,1,0,0,1,1,"Fencing","Women's Individual Sabre","#984EA3","16",1,1,3,6,10,3,3,9,1,6
28,172,66,0,0,0,0,0,"Judo","Men's -66kg","#E41A1C","17",7,3,5,7,2,5,3,10,8,9
21,162,48,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8","15",6,10,7,3,9,7,3,9,2,7
20,160,63,1,0,0,0,0,"Fencing","Women's Individual Foil","#984EA3","16",6,10,3,3,7,3,9,4,3,8
21,170,55,0,0,0,0,0,"Wrestling","Men's 55kg Freestyle","#FFFF33","18",9,8,3,4,9,4,8,8,9,1
22,180,66,1,0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay","#FFFF33","17",2,3,6,7,2,5,8,6,6,2
33,175,60,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8","15",8,4,2,10,10,1,6,6,10,3
22,173,68,1,0,0,0,0,"Handball","Women's Handball","#FFFF33","16",6,5,6,6,1,8,6,3,4,10
19,186,105,0,0,0,0,0,"Athletics","Men's Hammer Throw","#377EB8","15",2,10,1,2,8,5,9,10,5,2
22,167,60,1,0,0,0,0,"Modern Pentathlon","Women's Modern Pentathlon","#377EB8","17",5,5,7,1,9,2,5,1,2,5
23,178,70,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",9,2,9,7,4,1,10,9,3,5
25,200,94,0,0,0,0,0,"Rowing","Men's Eight","#4DAF4A","17",5,1,5,6,4,9,4,5,10,10
29,169,55,0,0,0,0,0,"Judo","Men's -60kg","#E41A1C","17",7,6,2,10,4,4,10,1,4,1
24,180,62,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00","15",7,2,1,9,4,8,5,3,4,4
23,166,52,1,0,0,0,0,"Swimming","Women's 800m Freestyle","#FFFF33","17",9,3,9,1,4,7,6,1,10,7
22,191,110,0,0,0,0,0,"Wrestling","Men's 120kg Freestyle","#FFFF33","18",1,10,2,3,3,2,8,1,8,9
20,170,60,0,0,0,0,0,"Judo","Men's -60kg","#E41A1C","17",9,2,4,6,4,8,10,7,1,8
22,166,63,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",3,5,2,6,9,4,3,1,8,6
25,186,80,0,0,0,0,0,"Fencing","Men's Team Foil","#984EA3","16",1,1,3,9,6,10,1,10,7,5
30,203,100,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",9,3,2,5,2,6,1,4,1,3
30,205,109,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",9,9,5,7,8,6,8,9,2,7
36,175,70,1,0,0,0,0,"Athletics","Women's 100m","#377EB8","15",10,4,2,4,3,7,9,7,7,2
20,178,77,1,0,0,0,0,"Canoe Sprint","Women's Kayak Double (K2) 500m, Women's Kayak Four (K4) 500m","#A65628","15",4,9,4,8,4,1,10,9,2,3
23,178,84,0,0,0,0,0,"Wrestling","Men's 84kg Greco-Roman","#FFFF33","18",5,9,4,10,2,2,10,3,2,4
33,169,60,1,0,0,0,0,"Cycling","Women's Omnium","#E41A1C","16",5,8,8,5,3,2,3,4,9,6
34,166,62,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8","15",3,2,1,1,3,4,6,6,8,1
30,160,67,0,0,0,0,0,"Athletics","Men's 4 x 400m Relay","#377EB8","15",5,5,1,8,3,8,4,3,2,3
32,177,74,0,0,0,0,0,"Wrestling","Men's 74kg Greco-Roman","#FFFF33","18",3,1,10,8,8,10,6,6,8,6
26,182,80,0,0,0,0,0,"Archery","Men's Individual, Men's Team","#E41A1C","15",10,10,7,6,3,4,3,7,2,7
27,178,75,0,0,0,0,0,"Canoe Slalom","Men's Canoe Single (C1)","#FFFF33","15",4,3,3,6,9,10,9,3,2,7
30,173,65,0,0,0,0,0,"Cycling","Men's Cross-country","#E41A1C","16",3,1,3,6,1,5,3,7,10,6
22,178,73,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",8,5,6,3,2,6,8,7,9,8
21,187,96,0,0,0,1,1,"Archery","Men's Individual, Men's Team","#E41A1C","15",5,9,5,7,4,7,3,1,7,2
30,163,57,1,0,0,0,0,"Shooting","Women's 10m Air Pistol","#FF7F00","17",7,10,8,3,5,3,4,3,4,4
31,173,67,1,0,0,0,0,"Handball","Women's Handball","#FFFF33","16",6,6,2,4,6,7,4,5,9,5
26,177,70,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",1,8,10,9,7,4,1,9,6,2
36,178,67,1,0,0,0,0,"Handball","Women's Handball","#FFFF33","16",6,5,7,10,9,4,9,8,3,4
17,174,62,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",6,5,5,6,3,9,8,7,9,6
21,158,54,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",4,3,4,6,8,5,3,9,7,3
24,169,65,0,0,0,0,0,"Shooting","Men's 25m Rapid Fire Pistol","#FF7F00","17",5,3,1,10,6,3,5,9,6,7
25,161,55,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",9,5,2,5,6,5,3,7,3,10
26,180,68,0,0,0,0,0,"Athletics","Men's Triple Jump","#377EB8","15",1,3,10,9,9,1,2,5,8,8
32,176,65,0,0,0,0,0,"Athletics","Men's 50km Race Walk","#377EB8","15",2,4,6,6,6,8,7,8,10,3
21,187,87,0,0,0,0,0,"Rowing","Men's Single Sculls","#4DAF4A","17",8,2,7,9,8,8,6,4,4,2
15,160,52,1,0,0,0,0,"Swimming","Women's 400m Freestyle","#FFFF33","17",10,3,4,10,10,4,7,6,6,10
22,171,51,1,0,0,0,0,"Badminton","Women's Doubles","#4DAF4A","15",3,10,1,3,3,9,1,4,4,7
28,168,57,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",10,10,6,5,8,3,6,3,1,10
36,177,80,0,0,0,0,0,"Shooting","Men's 50m Rifle Prone","#FF7F00","17",8,9,4,2,9,2,2,9,3,10
21,186,75,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",2,1,10,8,2,5,8,5,7,5
18,167,62,1,0,0,0,0,"Swimming","Women's 100m Breaststroke","#FFFF33","17",6,1,10,2,7,2,9,1,4,2
23,174,66,0,0,0,0,0,"Wrestling","Men's 66kg Greco-Roman","#FFFF33","18",10,6,4,1,3,6,10,7,2,5
26,171,65,0,0,0,0,0,"Table Tennis","Men's Singles, Men's Team","#A65628","17",1,2,7,3,5,4,9,8,2,10
27,158,48,1,0,0,0,0,"Wrestling","Women's 48kg Freestyle","#FFFF33","18",8,3,4,10,3,1,4,8,3,1
27,175,53,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8","15",6,2,5,1,1,6,7,2,9,7
22,186,77,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",1,2,9,3,4,1,6,8,6,6
24,183,88,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",4,3,10,9,9,1,4,1,9,10
27,180,78,0,1,0,0,1,"Judo","Men's -81kg","#E41A1C","17",7,4,3,7,10,2,4,3,8,5
21,163,57,1,0,0,0,0,"Judo","Women's -57kg","#E41A1C","17",3,2,3,10,6,7,9,7,5,8
19,157,53,1,1,0,0,1,"Shooting","Women's 10m Air Pistol, Women's 25m Pistol","#FF7F00","17",7,10,1,10,2,5,8,8,1,8
21,160,52,1,0,0,0,0,"Diving","Women's 10m Platform","#377EB8","16",5,2,5,3,6,7,5,7,5,9
22,165,55,0,0,0,0,0,"Wrestling","Men's 55kg Freestyle","#FFFF33","18",5,1,10,4,8,10,8,1,8,2
23,176,74,0,0,0,0,0,"Wrestling","Men's 74kg Greco-Roman","#FFFF33","18",9,4,5,9,10,7,1,2,2,10
24,165,57,1,1,0,0,1,"Fencing","Women's Individual Sabre","#984EA3","16",3,3,10,5,6,7,6,5,1,4
23,159,55,1,0,0,0,0,"Table Tennis","Women's Singles, Women's Team","#A65628","17",2,9,3,1,8,9,3,5,3,8
26,167,57,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",10,3,5,7,1,4,8,5,3,10
26,165,57,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",2,4,2,9,3,10,6,2,7,5
27,168,66,0,0,0,0,0,"Shooting","Men's 10m Air Rifle, Men's 50m Rifle 3 Positions","#FF7F00","17",1,4,7,10,10,10,2,2,10,8
28,178,64,0,0,0,0,0,"Fencing","Men's Individual Sabre, Men's Team Sabre","#984EA3","16",8,7,7,9,5,3,10,4,6,3
23,187,80,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",6,7,4,9,3,8,10,7,9,4
24,162,69,0,0,0,0,0,"Weightlifting","Men's 69kg","#FF7F00","18",2,6,2,4,1,8,10,1,7,5
23,160,48,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",5,4,10,3,1,9,8,3,10,9
24,165,53,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8","15",6,9,9,10,7,1,7,5,2,1
22,162,55,1,0,0,0,0,"Shooting","Women's 25m Pistol","#FF7F00","17",8,6,10,4,3,2,8,2,2,2
29,161,52,1,0,0,0,0,"Judo","Women's -52kg","#E41A1C","17",5,7,7,3,10,7,2,3,9,5
35,165,59,1,0,0,0,0,"Table Tennis","Women's Singles, Women's Team","#A65628","17",6,3,8,7,7,2,10,10,9,6
20,160,50,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",9,4,5,6,3,6,6,10,6,1
26,169,60,1,0,0,0,0,"Badminton","Women's Doubles","#4DAF4A","15",1,4,9,10,4,3,7,4,8,3
28,173,94,0,0,0,0,0,"Weightlifting","Men's 94kg","#FF7F00","18",8,1,10,4,4,1,10,1,10,6
22,172,69,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",7,10,2,7,6,4,9,1,8,7
21,163,58,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",5,9,9,5,5,5,4,9,8,3
21,167,69,0,0,0,0,0,"Weightlifting","Men's 69kg","#FF7F00","18",8,2,2,10,4,7,8,4,2,4
27,168,57,1,0,0,0,0,"Rowing","Women's Lightweight Double Sculls","#4DAF4A","17",10,4,3,3,3,10,1,8,9,6
24,189,140,1,0,0,0,0,"Judo","Women's +78kg","#E41A1C","17",7,7,5,10,10,9,1,5,2,10
18,163,52,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",2,1,1,3,8,3,4,5,2,2
24,164,57,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",5,1,6,2,6,3,6,4,8,1
23,169,60,1,0,0,0,0,"Handball","Women's Handball","#FFFF33","16",5,1,4,9,6,5,2,7,3,9
31,177,65,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",8,8,10,5,10,10,5,2,10,5
23,164,47,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",3,6,1,10,5,9,6,6,5,9
18,163,52,1,0,0,0,0,"Swimming","Women's 400m Individual Medley","#FFFF33","17",4,9,1,9,7,9,7,8,6,10
22,168,57,1,0,0,0,0,"Rowing","Women's Lightweight Double Sculls","#4DAF4A","17",4,6,4,1,3,9,4,9,9,10
