"Age","Height","Weight","Female","Gold","Silver","Bronze","Total","Sport","Event","Color","Symbol","kfold1","kfold2","kfold3","kfold4","kfold5","kfold6","kfold7","kfold8","kfold9","kfold10"
37,186,79,1,0,0,0,0,"Fencing","Women's Individual Epee, Women's Team Epee","#984EA3","16",6,8,10,10,5,2,6,9,4,7
23,163,57,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",1,7,8,3,8,10,3,1,10,5
22,169,61,1,0,0,0,0,"Tennis","Women's Singles","#E41A1C","18",7,5,10,1,3,2,1,4,10,9
23,206,104,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",3,6,3,4,2,9,8,8,5,1
25,170,58,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",8,4,4,6,1,3,7,10,7,6
22,182,78,0,0,0,0,0,"Sailing","Men's 49er","#984EA3","17",6,7,6,9,10,9,1,4,10,10
22,180,83,0,0,0,0,0,"Shooting","Men's 10m Air Rifle, Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions","#FF7F00","17",3,8,5,5,6,5,1,10,1,3
48,168,68,0,0,0,0,0,"Equestrian","Individual Eventing, Team Eventing, MYSTERY WHISPER","#4DAF4A","16",4,5,2,10,6,7,10,4,7,7
24,197,99,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",1,8,5,2,3,5,7,10,3,10
24,190,89,0,0,0,0,0,"Canoe Sprint","Men's Canoe Double (C2) 1000m","#A65628","15",6,6,5,9,5,4,8,10,5,8
24,169,58,1,0,0,0,0,"Table Tennis","Women's Team","#A65628","17",5,7,8,4,5,7,8,7,9,3
21,168,70,1,0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions","#FF7F00","17",9,9,3,3,9,9,5,6,1,5
23,196,88,0,1,0,0,1,"Swimming","Men's 400m Freestyle, Men's 4x200m Freestyle Relay","#FFFF33","17",9,7,5,10,2,3,3,3,9,9
33,172,70,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",4,10,3,6,9,10,6,5,10,1
37,190,90,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",8,9,1,7,5,5,6,4,9,4
21,178,80,0,0,0,0,0,"Athletics","Men's Long Jump","#377EB8","15",6,4,2,6,1,8,7,5,8,6
24,202,105,0,0,0,0,0,"Swimming","Men's 100m Breaststroke","#FFFF33","17",5,7,5,1,8,4,1,10,7,7
24,179,74,0,0,0,0,0,"Swimming","Men's 1500m Freestyle, Men's 10km Marathon","#FFFF33","17",5,5,9,3,2,10,8,1,6,9
20,179,75,0,0,0,0,0,"Canoe Sprint","Men's Kayak Four (K4) 1000m","#A65628","15",4,4,9,8,2,3,2,1,6,5
22,183,83,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",10,6,4,9,7,8,4,4,9,8
39,170,75,1,0,0,0,0,"Cycling","Women's Sprint, Women's Keirin, Women's Team Sprint","#E41A1C","16",8,3,10,1,5,10,10,8,6,10
20,195,115,0,0,0,0,0,"Athletics","Men's Discus Throw","#377EB8","15",9,6,3,5,3,10,3,9,9,8
36,198,92,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",2,3,9,9,1,1,10,5,2,5
20,173,64,1,0,0,0,0,"Swimming","Women's 200m Breaststroke","#FFFF33","17",2,6,1,1,8,1,10,4,3,1
22,172,78,1,0,0,0,0,"Judo","Women's -78kg","#E41A1C","17",1,6,4,5,3,1,2,5,9,4
26,176,73,0,0,0,0,0,"Athletics","Men's 100m, Men's 4 x 100m Relay","#377EB8","15",7,6,9,1,4,4,3,1,8,4
27,190,84,0,0,0,0,0,"Swimming","Men's 1500m Freestyle","#FFFF33","17",2,8,1,1,6,8,10,3,6,4
23,193,83,0,0,0,0,0,"Swimming","Men's 50m Freestyle, Men's 100m Freestyle","#FFFF33","17",3,5,7,1,7,1,6,8,8,7
28,182,68,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8","18",7,10,3,9,10,1,4,7,3,3
27,167,66,0,0,0,0,0,"Judo","Men's -66kg","#E41A1C","17",6,4,4,8,1,6,4,5,10,5
31,175,61,0,0,0,0,0,"Equestrian","Individual Dressage, Team Dressage, CAPITAL","#4DAF4A","16",4,3,6,7,3,3,6,10,3,9
21,172,74,0,0,0,0,0,"Wrestling","Men's 74kg Freestyle","#FFFF33","18",10,3,7,10,10,8,1,3,7,6
31,186,72,1,0,0,0,0,"Rowing","Women's Single Sculls","#4DAF4A","17",4,2,10,3,5,6,9,1,9,5
22,178,57,0,0,0,0,0,"Athletics","Men's 5000m","#377EB8","15",3,3,4,3,4,3,9,1,1,6
22,169,59,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",7,10,7,8,6,1,4,7,6,9
29,168,73,0,0,0,0,0,"Athletics","Men's 4 x 100m Relay","#377EB8","15",7,5,9,1,8,8,7,6,5,1
49,174,69,0,0,0,0,0,"Equestrian","Individual Eventing, Team Eventing, OREGON DE LA VIGNE","#4DAF4A","16",5,5,6,6,9,6,5,4,10,10
22,194,80,0,0,0,0,0,"Athletics","Men's High Jump","#377EB8","15",7,4,9,4,8,10,8,6,9,2
39,183,70,0,0,0,0,0,"Cycling","Men's Cross-country","#E41A1C","16",1,1,7,1,3,5,2,10,4,2
31,167,58,1,0,0,0,0,"Athletics","Women's 100m Hurdles","#377EB8","15",8,10,6,8,3,7,2,10,7,5
29,155,44,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",10,1,5,5,5,8,4,2,5,5
21,189,85,0,0,0,0,0,"Swimming","Men's 4x100m Freestyle Relay, Men's 4x200m Freestyle Relay","#FFFF33","17",8,8,6,7,2,6,4,4,3,5
18,166,57,1,0,0,0,0,"Table Tennis","Women's Singles, Women's Team","#A65628","17",8,10,7,2,4,3,1,7,4,6
19,194,83,0,0,0,0,0,"Swimming","Men's 200m Freestyle","#FFFF33","17",1,4,4,6,9,3,7,6,5,5
36,182,78,0,0,0,0,0,"Fencing","Men's Individual Sabre, Men's Team Sabre","#984EA3","16",7,7,2,7,7,2,1,2,8,7
22,190,86,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",9,8,3,8,2,5,10,6,1,10
26,185,82,0,0,0,0,0,"Canoe Slalom","Men's Canoe Double (C2)","#FFFF33","15",3,9,8,7,1,6,10,5,1,2
27,180,74,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",3,6,8,2,6,8,9,7,8,9
22,175,68,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",4,10,2,10,4,4,1,2,2,10
19,170,62,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",5,1,7,4,8,8,1,10,7,5
26,191,100,0,0,1,0,1,"Rowing","Men's Eight","#4DAF4A","17",10,2,8,10,1,4,1,9,9,4
21,191,75,0,0,0,0,0,"Swimming","Men's 4x200m Freestyle Relay","#FFFF33","17",7,4,9,9,1,4,1,10,9,2
21,173,75,0,0,0,0,0,"Swimming","Men's 50m Freestyle","#FFFF33","17",5,1,2,4,7,9,4,4,5,7
26,171,70,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",4,10,7,7,4,1,10,7,1,4
21,172,70,1,0,0,0,0,"Canoe Sprint","Women's Kayak Single (K1) 500m, Women's Kayak Double (K2) 500m","#A65628","15",4,3,7,10,1,6,4,1,10,8
18,182,75,0,0,0,0,0,"Cycling","Men's Team Pursuit","#E41A1C","16",8,6,3,6,9,4,4,4,2,9
20,171,65,1,0,0,0,0,"Cycling","Women's Omnium, Women's Team Pursuit","#E41A1C","16",9,8,2,1,6,4,3,6,6,6
21,166,57,1,0,0,0,0,"Rowing","Women's Lightweight Double Sculls","#4DAF4A","17",9,7,6,2,7,4,9,3,9,9
39,183,72,0,0,0,0,0,"Rowing","Men's Lightweight Four","#4DAF4A","17",8,5,5,10,8,4,9,7,1,7
25,185,86,0,0,0,0,0,"Athletics","Men's High Jump","#377EB8","15",10,2,5,2,1,8,1,2,8,1
21,153,48,1,0,0,0,0,"Judo","Women's -48kg","#E41A1C","17",1,5,8,10,2,7,5,1,8,3
38,155,58,1,0,0,0,0,"Badminton","Women's Doubles","#4DAF4A","15",2,9,7,8,1,6,10,9,1,7
26,181,82,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",10,4,9,7,6,8,2,6,4,5
20,178,64,1,0,0,1,1,"Swimming","Women's 100m Breaststroke, Women's 200m Breaststroke, Women's 4x100m Medley Relay","#FFFF33","17",7,9,7,7,3,10,8,9,6,7
26,183,105,0,0,0,0,0,"Weightlifting","Men's 105kg","#FF7F00","18",3,5,4,9,4,8,6,4,4,1
21,184,72,0,0,0,0,0,"Athletics","Men's 400m","#377EB8","15",9,9,2,10,6,1,7,10,7,9
29,168,62,1,0,0,0,0,"Badminton","Women's Singles","#4DAF4A","15",5,10,5,3,2,6,1,1,3,7
30,179,79,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",5,1,2,3,6,8,5,3,5,10
33,200,105,0,0,0,1,1,"Rowing","Men's Eight","#4DAF4A","17",3,3,8,10,6,3,1,6,6,3
23,152,64,0,0,0,0,0,"Athletics","Men's 100m","#377EB8","15",10,6,6,4,2,6,4,2,5,5
38,170,63,0,0,0,0,0,"Equestrian","Individual Jumping, Team Jumping, PLOT BLUE","#4DAF4A","16",3,8,6,1,9,6,10,5,10,7
22,178,70,0,0,0,0,0,"Canoe Slalom","Men's Canoe Single (C1)","#FFFF33","15",7,10,2,3,4,8,8,6,3,8
31,183,78,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",7,2,4,7,6,4,6,3,3,9
23,158,60,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",5,10,9,3,3,2,10,3,2,8
23,191,95,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",2,7,4,5,7,7,1,9,5,10
23,194,104,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",7,1,8,1,7,6,6,1,1,6
24,180,83,0,0,0,0,0,"Shooting","Men's 50m Pistol, Men's 25m Rapid Fire Pistol, Men's 10m Air Pistol","#FF7F00","17",6,2,4,3,7,7,1,7,8,7
28,180,64,0,0,0,0,0,"Badminton","Men's Singles","#4DAF4A","15",5,3,5,7,5,8,3,4,7,2
23,157,62,0,0,0,1,1,"Weightlifting","Men's 62kg","#FF7F00","18",6,10,1,8,4,9,3,8,6,7
25,187,75,0,0,0,0,0,"Athletics","Men's Triple Jump","#377EB8","15",8,6,8,10,6,8,3,6,8,2
25,172,64,1,0,0,0,0,"Swimming","Women's 100m Breaststroke, Women's 200m Breaststroke, Women's 400m Individual Medley","#FFFF33","17",6,10,5,7,8,9,5,4,10,2
28,199,125,0,0,0,0,0,"Athletics","Men's Discus Throw","#377EB8","15",5,2,6,8,9,3,3,3,5,4
22,186,78,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",9,10,2,7,10,1,2,5,6,6
22,180,72,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",5,1,1,3,9,9,2,10,4,7
20,170,56,1,0,0,0,0,"Fencing","Women's Team Foil","#984EA3","16",3,6,4,7,4,3,10,5,2,8
21,187,82,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",5,3,1,10,1,6,4,9,5,6
22,178,72,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",6,7,1,6,10,6,8,10,3,1
25,189,84,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",5,10,10,2,8,1,1,8,2,9
20,186,66,0,0,0,0,0,"Athletics","Men's 800m","#377EB8","15",10,8,8,5,3,9,5,1,7,10
23,164,55,0,0,0,0,0,"Weightlifting","Men's 56kg","#FF7F00","18",5,9,4,5,8,4,8,5,8,3
27,170,65,0,0,0,0,0,"Athletics","Men's 200m","#377EB8","15",9,6,3,7,5,9,9,5,5,8
20,180,77,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",1,3,8,4,10,2,3,3,1,6
23,194,96,0,0,0,0,0,"Athletics","Men's Javelin Throw","#377EB8","15",6,6,3,7,4,3,2,5,5,3
30,190,105,0,0,0,0,0,"Judo","Men's +100kg","#E41A1C","17",4,7,1,10,1,2,7,2,7,1
34,173,59,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8","15",10,8,4,7,4,5,6,10,9,9
35,178,70,0,0,0,0,0,"Equestrian","Individual Jumping, WERVEL WIND","#4DAF4A","16",5,10,9,1,1,1,7,1,5,10
33,183,84,0,0,0,0,0,"Archery","Men's Individual","#E41A1C","15",9,10,5,10,2,9,7,4,6,7
23,183,74,0,0,0,0,0,"Athletics","Men's Triple Jump","#377EB8","15",3,5,7,4,7,3,1,5,1,2
29,168,64,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",2,5,10,9,9,4,7,9,2,2
18,180,89,0,0,0,0,0,"Swimming","Men's 100m Freestyle","#FFFF33","17",6,1,1,9,10,6,6,9,3,4
19,162,56,1,0,0,0,0,"Table Tennis","Women's Singles, Women's Team","#A65628","17",9,2,6,9,4,5,10,5,4,8
31,193,115,0,0,0,0,0,"Archery","Men's Individual","#E41A1C","15",3,4,10,5,7,9,4,4,2,3
30,168,51,1,0,0,0,0,"Fencing","Women's Individual Foil, Women's Team Foil","#984EA3","16",9,5,3,9,2,3,5,9,2,6
32,171,56,1,0,0,0,0,"Fencing","Women's Individual Foil, Women's Team Foil","#984EA3","16",3,1,7,3,4,5,9,9,3,1
33,170,66,0,0,0,0,0,"Wrestling","Men's 66kg Greco-Roman","#FFFF33","18",5,7,7,7,10,1,9,8,7,10
49,171,69,1,0,0,0,0,"Shooting","Women's Skeet","#FF7F00","17",1,6,8,4,10,1,5,5,2,8
22,180,68,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3","15",8,6,7,10,9,7,4,3,3,4
33,165,66,1,0,0,0,0,"Sailing","Women's Laser Radial","#984EA3","17",5,4,8,8,1,5,7,2,2,5
23,172,66,0,0,0,0,0,"Judo","Men's -66kg","#E41A1C","17",5,1,10,2,8,3,10,9,8,6
24,171,64,0,0,0,0,0,"Swimming","Men's 50m Freestyle","#FFFF33","17",7,4,2,2,10,7,7,6,8,2
30,191,82,0,0,0,0,0,"Shooting","Men's Double Trap","#FF7F00","17",1,5,1,4,10,4,3,7,3,5
26,179,81,0,0,0,0,0,"Athletics","Men's 200m","#377EB8","15",7,4,6,3,8,10,7,6,9,10
23,166,64,1,0,0,0,0,"Cycling","Women's Team Pursuit","#E41A1C","16",7,9,10,6,10,2,8,4,9,9
23,180,86,0,0,1,0,1,"Archery","Men's Individual, Men's Team","#E41A1C","15",7,7,2,8,4,6,6,5,9,9
33,181,72,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",2,8,3,9,6,7,5,5,7,1
28,175,73,0,0,0,0,0,"Judo","Men's -73kg","#E41A1C","17",3,4,6,1,6,9,3,8,4,8
30,175,81,0,0,0,0,0,"Judo","Men's -81kg","#E41A1C","17",6,1,5,1,4,2,2,3,8,2
18,179,73,1,1,1,0,2,"Swimming","Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay, Women's 4x100m Medley Relay","#FFFF33","17",10,5,8,2,3,4,5,8,2,4
25,191,92,0,0,0,0,0,"Canoe Sprint","Men's Kayak Double (K2) 200m","#A65628","15",9,3,2,2,7,9,2,3,9,3
20,180,82,0,0,0,0,0,"Swimming","Men's 10km Marathon","#FFFF33","17",9,4,10,5,7,3,2,10,8,6
21,177,71,0,0,0,0,0,"Swimming","Men's 400m Individual Medley","#FFFF33","17",2,3,9,6,6,2,10,6,3,2
25,165,75,0,0,0,1,1,"Cycling","Men's Team Sprint","#E41A1C","16",9,5,8,1,5,1,7,7,6,6
33,198,104,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A","17",4,9,9,2,5,4,4,10,6,4
31,190,76,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",1,5,9,7,3,5,3,5,2,9
20,171,75,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",4,9,2,4,10,6,3,10,3,1
29,160,55,1,0,0,0,0,"Wrestling","Women's 48kg Freestyle","#FFFF33","18",10,4,2,5,1,3,4,1,1,5
30,172,70,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",3,4,4,8,8,9,3,2,6,8
24,175,65,1,0,0,0,0,"Cycling","Women's Cross-country","#E41A1C","16",6,1,4,5,5,4,8,5,1,5
31,173,63,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8","15",3,8,8,7,8,2,5,8,8,7
25,177,54,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8","15",6,4,2,8,5,6,4,6,7,5
29,162,68,1,0,0,0,0,"Shooting","Women's 50m Rifle 3 Positions","#FF7F00","17",10,5,3,8,8,9,4,7,9,3
24,158,60,0,0,0,0,0,"Judo","Men's -60kg","#E41A1C","17",1,6,6,10,8,5,1,7,9,2
19,168,72,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",1,10,4,3,7,8,3,9,8,5
25,165,72,0,0,0,0,0,"Swimming","Men's 50m Freestyle","#FFFF33","17",5,9,10,6,7,3,10,5,5,3
26,165,57,1,0,0,0,0,"Athletics","Women's 100m Hurdles, Women's Heptathlon","#377EB8","15",6,8,5,8,1,6,10,6,1,4
24,174,69,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",8,6,1,1,9,1,10,7,7,8
21,189,74,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",1,7,9,4,10,2,8,5,8,1
25,164,58,1,0,0,0,0,"Tennis","Women's Singles, Women's Doubles, Mixed Doubles","#E41A1C","18",9,8,4,3,7,6,8,4,3,10
24,180,64,1,1,1,0,2,"Fencing","Women's Individual Foil, Women's Team Foil","#984EA3","16",3,5,5,2,7,2,1,7,4,2
31,191,77,0,0,0,0,0,"Swimming","Men's 50m Freestyle","#FFFF33","17",6,10,7,7,7,8,3,5,7,5
21,160,55,0,0,0,0,0,"Wrestling","Men's 55kg Freestyle","#FFFF33","18",1,3,10,8,1,10,10,6,1,7
32,158,57,1,0,0,0,0,"Weightlifting","Women's 58kg","#FF7F00","18",2,7,3,10,8,2,7,9,7,3
24,172,60,1,0,0,0,0,"Swimming","Women's 400m Freestyle, Women's 400m Individual Medley","#FFFF33","17",4,1,7,5,7,2,10,6,7,3
27,161,55,1,0,0,0,0,"Archery","Women's Individual","#E41A1C","15",1,1,5,2,3,8,6,2,2,1
22,162,43,1,0,0,0,0,"Athletics","Women's 5000m, Women's 10,000m","#377EB8","15",4,2,8,3,10,4,3,5,3,10
24,163,60,1,0,0,0,0,"Wrestling","Women's 48kg Freestyle","#FFFF33","18",6,9,3,3,10,6,6,9,5,8
25,176,75,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",7,2,6,4,7,9,1,10,1,5
23,173,62,0,0,0,0,0,"Diving","Men's 10m Platform","#377EB8","16",1,5,2,5,1,7,9,2,9,8
23,168,60,0,0,0,0,0,"Wrestling","Men's 60kg Freestyle","#FFFF33","18",4,10,4,1,7,7,9,5,7,3
33,173,54,0,0,0,0,0,"Athletics","Men's 5000m","#377EB8","15",5,9,3,4,1,3,5,6,5,4
26,189,86,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3","18",9,1,8,7,3,3,5,10,8,2
19,180,66,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",6,6,6,7,2,3,7,6,7,9
39,161,48,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",2,7,10,9,6,2,1,7,2,3
28,182,79,0,0,0,0,0,"Sailing","Men's Laser","#984EA3","17",6,6,2,2,8,10,1,10,9,5
27,178,84,0,0,0,0,0,"Wrestling","Men's 84kg Freestyle","#FFFF33","18",9,4,8,4,10,8,4,2,3,10
27,183,81,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",6,8,3,8,2,4,6,6,6,3
26,156,48,1,0,1,0,1,"Diving","Women's 10m Platform, Women's Synchronised 10m Platform","#377EB8","16",7,5,2,7,3,1,5,8,6,1
25,170,60,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",9,7,6,1,5,7,4,7,3,2
20,166,55,1,0,0,0,0,"Modern Pentathlon","Women's Modern Pentathlon","#377EB8","17",8,10,8,7,9,3,3,2,8,1
26,166,69,0,0,0,0,0,"Sailing","Men's RS-X","#984EA3","17",9,10,4,5,3,7,6,10,4,5
34,186,76,0,1,0,0,1,"Canoe Slalom","Men's Canoe Single (C1)","#FFFF33","15",7,1,5,9,7,4,2,6,5,8
22,170,56,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",8,8,5,9,9,4,9,8,5,3
19,183,83,0,0,0,0,0,"Cycling","Men's Sprint","#E41A1C","16",3,6,2,4,4,5,9,6,5,3
49,180,77,0,0,0,0,0,"Equestrian","Individual Jumping, Team Jumping, CASTLEFIELD ECLIPSE","#4DAF4A","16",2,4,9,3,4,2,7,5,4,10
37,191,80,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",2,7,10,9,6,3,5,1,4,8
22,180,61,0,0,0,0,0,"Athletics","Men's 10,000m","#377EB8","15",6,7,8,6,7,3,4,10,8,7
28,185,71,0,0,0,0,0,"Athletics","Men's 800m","#377EB8","15",8,5,5,5,7,2,6,3,6,9
28,182,78,0,0,0,0,0,"Rowing","Men's Single Sculls","#4DAF4A","17",7,8,8,4,9,10,8,10,6,2
21,176,62,1,0,0,1,1,"Swimming","Women's 200m Freestyle, Women's 4x200m Freestyle Relay","#FFFF33","17",1,10,7,5,1,7,10,7,10,4
19,150,52,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8","15",7,9,7,7,10,2,2,9,9,5
27,192,118,0,0,0,0,0,"Wrestling","Men's 120kg Greco-Roman","#FFFF33","18",9,1,10,3,7,9,3,1,2,4
22,178,70,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3","15",10,4,9,5,5,5,7,3,5,10
21,175,65,1,0,1,0,1,"Swimming","Women's 400m Individual Medley, Women's 4x200m Freestyle Relay","#FFFF33","17",8,7,1,4,3,8,7,9,9,10
35,174,68,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",6,3,7,8,3,2,8,7,5,5
26,169,68,0,0,0,0,0,"Weightlifting","Men's 69kg","#FF7F00","18",2,9,1,5,6,1,3,8,5,4
24,180,75,0,0,0,0,0,"Badminton","Men's Singles","#4DAF4A","15",7,10,10,2,10,7,4,3,1,10
20,194,70,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",3,8,8,6,10,9,9,1,7,5
29,189,83,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",3,10,1,8,9,2,7,4,9,2
34,165,57,1,0,0,0,0,"Rowing","Women's Lightweight Double Sculls","#4DAF4A","17",7,4,9,4,3,3,5,4,8,9
23,163,49,1,0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions","#FF7F00","17",9,4,9,9,7,7,9,3,7,1
24,167,75,1,0,0,0,0,"Weightlifting","Women's 75kg","#FF7F00","18",8,3,9,1,2,2,8,10,8,7
28,174,62,0,0,0,0,0,"Athletics","Men's 3000m Steeplechase","#377EB8","15",10,10,3,5,4,8,8,3,5,7
20,202,96,0,0,0,0,0,"Swimming","Men's 400m Freestyle","#FFFF33","17",1,8,5,1,7,3,1,10,5,2
26,180,84,0,0,0,0,0,"Wrestling","Men's 84kg Freestyle","#FFFF33","18",10,6,1,6,5,4,5,2,2,1
22,165,53,1,0,0,0,0,"Modern Pentathlon","Women's Modern Pentathlon","#377EB8","17",5,1,10,5,7,1,1,8,1,6
30,173,70,1,0,0,0,0,"Handball","Women's Handball","#FFFF33","16",1,1,1,6,8,5,6,7,9,8
25,169,60,1,0,0,0,0,"Athletics","Women's 100m Hurdles","#377EB8","15",7,9,8,8,5,2,3,5,4,6
32,175,80,0,0,0,0,0,"Table Tennis","Men's Singles, Men's Team","#A65628","17",2,7,2,5,10,2,9,9,9,8
20,170,48,1,0,0,0,0,"Athletics","Women's 20km Race Walk","#377EB8","15",6,6,9,3,8,2,5,8,6,5
22,167,52,1,0,0,0,0,"Athletics","Women's 800m","#377EB8","15",9,2,3,5,4,5,7,10,8,9
24,170,69,1,0,0,0,0,"Athletics","Women's Javelin Throw","#377EB8","15",1,1,4,6,7,6,5,6,9,5
27,155,50,1,0,0,0,0,"Rowing","Women's Eight","#4DAF4A","17",8,2,1,5,4,10,3,3,6,9
22,194,104,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",3,10,6,10,6,4,7,7,4,8
25,186,70,0,0,0,0,0,"Rowing","Men's Lightweight Double Sculls","#4DAF4A","17",3,8,3,5,6,1,10,4,4,9
29,157,48,1,0,0,0,0,"Cycling","Women's Individual Time Trial, Women's Road Race","#E41A1C","16",7,9,2,2,2,1,7,8,8,6
33,180,70,0,0,0,0,0,"Sailing","Men's 49er","#984EA3","17",8,4,1,6,3,5,6,9,5,3
26,165,63,0,0,0,0,0,"Canoe Slalom","Men's Canoe Double (C2)","#FFFF33","15",6,9,3,6,7,7,9,4,8,6
24,175,74,0,0,0,0,0,"Athletics","Men's 4 x 400m Relay","#377EB8","15",9,6,1,1,1,9,10,1,4,3
27,168,73,0,0,0,0,0,"Athletics","Men's 400m","#377EB8","15",3,8,10,10,8,6,8,5,6,6
40,188,75,0,0,0,1,1,"Rowing","Men's Lightweight Four","#4DAF4A","17",1,8,4,6,10,9,9,6,5,10
25,160,48,1,0,0,1,1,"Judo","Women's -48kg","#E41A1C","17",3,1,6,5,2,10,5,4,3,10
27,190,88,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3","18",4,3,10,9,8,8,8,6,6,9
18,175,82,0,0,0,0,0,"Athletics","Men's 100m","#377EB8","15",1,4,4,6,10,2,1,9,9,2
34,176,98,0,0,0,0,0,"Shooting","Men's Trap","#FF7F00","17",6,9,4,10,3,10,3,3,2,10
24,186,75,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8","18",7,6,5,1,3,5,10,5,10,4
23,172,69,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",3,4,2,9,1,10,5,2,4,1
30,184,100,0,0,0,0,0,"Judo","Men's -100kg","#E41A1C","17",10,10,7,4,10,5,10,7,10,6
31,184,83,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",7,9,9,4,7,1,6,7,2,2
18,158,40,1,0,0,0,0,"Swimming","Women's 50m Freestyle","#FFFF33","17",1,3,7,7,6,10,3,2,6,10
19,193,79,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3","15",5,4,10,1,7,4,7,5,5,9
26,170,60,1,0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay","#FFFF33","17",2,7,2,6,3,4,1,5,4,6
26,180,72,0,0,0,0,0,"Rowing","Men's Lightweight Four","#4DAF4A","17",7,3,3,4,7,1,3,4,9,7
23,176,64,1,0,0,0,0,"Cycling","Women's Individual Time Trial, Women's Road Race","#E41A1C","16",1,1,2,10,9,7,5,9,10,6
31,185,79,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",4,4,7,2,7,10,8,10,2,3
22,160,68,1,0,0,0,0,"Handball","Women's Handball","#FFFF33","16",8,2,7,7,4,4,10,9,9,7
25,173,66,0,0,0,0,0,"Judo","Men's -66kg","#E41A1C","17",2,2,9,8,7,4,9,7,3,10
26,160,117,1,0,0,0,0,"Shooting","Women's 10m Air Pistol","#FF7F00","17",4,6,4,6,6,6,7,2,6,5
23,166,55,0,0,0,0,0,"Wrestling","Men's 55kg Greco-Roman","#FFFF33","18",2,3,5,4,5,3,2,10,5,10
23,186,120,0,0,0,0,0,"Athletics","Men's Hammer Throw","#377EB8","15",9,8,9,8,2,6,5,2,2,10
44,168,64,0,0,0,0,0,"Shooting","Men's Skeet","#FF7F00","17",10,7,10,3,8,5,6,2,10,6
